Mention Type,Mention Date,Outlet or Author,Mention Title,Country,External Mention ID,Mention URL,Sentiment Analysis,Research Output Title,Journal/Collection Title,Authors at my Institution,Departments,Output Type,Subjects (FoR),Affiliations (GRID),Publication Date,Altmetric Attention Score,Details Page URL,DOI,ISBN,National Clinical Trial ID,URI,PubMed ID,PubMedCentral ID,Handle.net IDs,ADS Bibcode,arXiv ID,RePEc ID,SSRN,URN,Publisher Names
X Post,"","1249994197760966656","","",1818857999097626740,"",Strong positive,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
X Post,"","2596529786","","",1818857321608405062,"",Strong positive,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
X Post,"","2437737626","","",1818854199964176419,"",Strong positive,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
X Post,"","1490172570930642946","","",1818847039557668971,"",Strong positive,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
X Post,"","33123688","","",1818831303350825212,"",Neutral positive,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
X Post,"","416934863","","",1818831012572676440,"",Strong positive,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
News story,2024-08-01 00:00:00,"Technology Networks","News Ancient Epic Extinction Event Sparked Rapid Evolution of Bird Genomes",United States,"",http://ct.moreover.com/?a=54436031897&p=1pl&v=1&x=24xKmcG4z4Aay_eU_SBmMw,,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
News story,2024-07-31 21:09:51,"Science Daily","Mass extinction 66 million years ago triggered rapid evolution of bird genomes",United States,"",http://ct.moreover.com/?a=54437266382&p=1pl&v=1&x=WfWE5Db_GgEFvrMBDHOPdQ,,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
X Post,"","1481378141922676742","","",1818749248462303596,"",Neutral,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
News story,2024-07-31 19:21:49,"Popular Science","Why are there so many birds? Thank a giant asteroid.",United States,"",http://ct.moreover.com/?a=54431451726&p=1pl&v=1&x=AsDYcC-rfg_6au73azqBOQ,,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
News story,2024-07-31 19:21:49,"Yahoo!","Why are there so many birds? Thank a giant asteroid.",United States,"",http://ct.moreover.com/?a=54431778651&p=1pl&v=1&x=Wokwyf91QfjWZyqBimSpZw,,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
Wikipedia page,2024-07-31 18:23:00,,"2024 in archosaur paleontology",,"",http://en.wikipedia.org/?diff=prev&oldid=1237833286#altmetric_citation_24f1bcb3-f7e7-43d0-a3d0-125ee4066036,,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
News story,2024-07-31 18:20:19,"ScienMag","Mass extinction 66 million years ago triggered rapid evolution of bird",United Kingdom,"",https://scienmag.com/mass-extinction-66-million-years-ago-triggered-rapid-evolution-of-bird-genomes/,,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
News story,2024-07-31 18:06:55,"Mirage News","Bird Genomes Evolved Rapidly Post-66M-Year Extinction",Australia,"",http://ct.moreover.com/?a=54430868525&p=1pl&v=1&x=zMKVkr7b7sifk-XkxDQ6_A,,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
News story,2024-07-31 18:06:11,"EurekAlert!","Mass extinction 66 million years ago triggered rapid evolution of bird genomes",United States,"",http://ct.moreover.com/?a=54430832828&p=1pl&v=1&x=J7LW6r_NpIhwrtTKxjFHEw,,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
News story,2024-07-31 18:00:02,"Phys.org","Mass extinction 66 million years ago triggered rapid evolution of bird genomes, study finds",United Kingdom,"",http://ct.moreover.com/?a=54430851583&p=1pl&v=1&x=Mr28eZbbEfNBF0K_Oh9prw,,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
News story,2024-07-31 18:00:00,"University of Michigan News","Mass extinction 66 million years ago triggered rapid evolution of bird genomes",United States,"",http://ct.moreover.com/?a=54431003853&p=1pl&v=1&x=7IxEDmvydDVFYwin1MtSyA,,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
News story,2024-07-31 00:00:00,"My Science","Mass extinction 66 million years ago triggered rapid evolution of bird genomes",United States,"",http://ct.moreover.com/?a=54435211615&p=1pl&v=1&x=HgldPPqVOIDKywnlyWu2Yg,,"Genome and life-history evolution link bird diversification to the end-Cretaceous mass extinction","Science Advances","SMITH, Stephen A; WINGER, Benjamin; FRIEDMAN, Matt","Centers and Institutes; Earth and Environmental Science; College of Literature, Science and the Arts; Center for Computational Medicine and Bioinformatics; Ecology and Evolutionary Biology; University of Michigan; All Academics for Portal Push Minus College Of LIterature, Science and the Arts; UMich PROD All Academics For Portal Push",Article,"31 Biological Sciences; 3103 Ecology; 3104 Evolutionary Biology; 3105 Genetics; 37 Earth Sciences; 3705 Geology","California State University, Dominguez Hills; Cornell University; Swiss Federal Institute for Forest, Snow and Landscape Research; University of Cambridge; University of Florida; University of Michigan–Ann Arbor; University of North Carolina at Charlotte; University of Toronto; Washington University in St. Louis; Yale University",2024-07-31,347,https://www.altmetric.com/details/165827653,10.1126/sciadv.adp0114,,,,39083615,PMC11290531,"",,,,,,"American Association for the Advancement of Science (AAAS)"
